ds_cargo,cd_municipio,nm_municipio,nr_turno,sg_uf,nr_zona,qt_secoes_agregadas,qt_aptos_tot,qt_comparecimento,qt_votos_nom_validos,qt_votos_brancos,qt_total_vt_leg_validos,qt_total_votos_anulados,qt_votos_validos,qt_votos,qt_total_votos_nulos
Governador,94250,ITUMBIARA,1,GO,16,36,74361,56626,50852,2932,0,0,50852,56626,2842
Governador,94277,IVOLÂNDIA,1,GO,80,1,2779,2138,2080,18,0,0,2080,2138,40
Governador,94293,JANDAIA,1,GO,43,0,5970,4711,4424,91,0,0,4424,4711,196
Governador,94315,JARAGUÁ,1,GO,17,4,32210,25952,24502,691,0,0,24502,25952,756
Governador,94331,JATAÍ,1,GO,18,1,71708,54415,48799,2798,0,0,48799,54415,2814
Governador,94358,JAUPACI,1,GO,79,1,2731,2142,2059,36,0,0,2059,2142,47
Governador,94374,JOVIÂNIA,1,GO,45,0,5446,4437,3952,207,0,0,3952,4437,278
Governador,94390,JUSSARA,1,GO,95,13,14451,11200,10522,257,0,0,10522,11200,420
Governador,94439,LEOPOLDO DE BULHÕES,1,GO,141,1,6628,5201,4784,178,0,0,4784,5201,239
Governador,94455,LUZIÂNIA,1,GO,19,20,125707,99861,87547,6716,0,0,87547,99861,5590
Governador,94471,MAIRIPOTABA,1,GO,25,0,2688,2137,2023,53,0,0,2023,2137,61
Governador,94498,MAMBAÍ,1,GO,123,0,5948,4594,4201,172,0,0,4201,4594,221
Governador,94510,MARA ROSA,1,GO,88,1,8205,6390,5995,165,0,0,5995,6390,230
Governador,94536,MARZAGÃO,1,GO,7,0,2558,2000,1876,55,0,0,1876,2000,69
Governador,94552,PARANAIGUARA,1,GO,97,1,7008,5401,4945,187,0,0,4945,5401,268
Governador,94579,MAURILÂNDIA,1,GO,66,6,7018,5390,4920,242,0,0,4920,5390,227
Governador,94595,MINEIROS,1,GO,21,1,47752,36599,32633,2005,0,0,32633,36599,1961
Governador,94617,MIRACEMA DO TOCANTINS,1,TO,5,1,14089,11298,10322,320,0,1,10322,11298,655
Governador,94633,MIRANORTE,1,TO,28,0,9715,7867,7214,270,0,1,7214,7867,382
Governador,94650,MOIPORÁ,1,GO,80,1,2275,1766,1693,30,0,0,1693,1766,43
Governador,94676,MONTE ALEGRE DE GOIÁS,1,GO,105,0,5531,4161,3951,57,0,0,3951,4161,153
Governador,94692,MONTE DO CARMO,1,TO,3,3,4602,3734,3533,57,0,0,3533,3734,144
Governador,94714,MONTES CLAROS DE GOIÁS,1,GO,79,0,6711,5253,4997,119,0,0,4997,5253,135
Governador,94730,MORRINHOS,1,GO,22,1,36235,27731,25097,1324,0,0,25097,27731,1309
Governador,94757,MOSSÂMEDES,1,GO,15,2,4568,3679,3462,106,0,0,3462,3679,110
Governador,94773,MOZARLÂNDIA,1,GO,110,0,12378,8861,8343,246,0,0,8343,8861,272
Governador,94790,MUTUNÓPOLIS,1,GO,88,0,3397,2620,2493,50,0,0,2493,2620,77
Governador,94811,NATIVIDADE,1,TO,19,1,6542,5202,4871,80,0,2,4871,5202,249
Governador,94838,NAZARÉ,1,TO,9,1,4025,3379,3231,55,0,2,3231,3379,91
Governador,94854,NAZÁRIO,1,GO,63,0,7275,5684,5377,131,0,0,5377,5684,175
Governador,94870,NERÓPOLIS,1,GO,54,0,23995,18090,16888,524,0,0,16888,18090,678
Governador,94897,NIQUELÂNDIA,1,GO,41,8,27499,20657,19111,609,0,0,19111,20657,937
Governador,94919,NOVA AMÉRICA,1,GO,76,0,2470,2055,1967,24,0,0,1967,2055,64
Governador,94935,NOVA AURORA,1,GO,8,4,2106,1760,1610,69,0,0,1610,1760,81
Governador,94951,NOVA ROMA,1,GO,47,2,2815,2130,1993,41,0,0,1993,2130,96
Governador,94978,NOVA VENEZA,1,GO,54,0,7938,6231,5936,103,0,0,5936,6231,192
Governador,94994,NOVO ACORDO,1,TO,35,0,3781,3103,2922,50,0,0,2922,3103,131
Governador,95010,NOVO BRASIL,1,GO,79,0,3299,2707,2585,46,0,0,2585,2707,75
Governador,95036,ORIZONA,1,GO,27,5,11921,9389,8412,444,0,0,8412,9389,533
Governador,95052,OURO VERDE DE GOIÁS,1,GO,144,4,3736,3020,2810,72,0,0,2810,3020,138
Governador,95079,OUVIDOR,1,GO,8,0,8665,6930,6265,314,0,0,6265,6930,350
Governador,95095,PADRE BERNARDO,1,GO,131,8,18770,14507,13268,532,0,0,13268,14507,705
Governador,95117,PALMEIRAS DE GOIÁS,1,GO,20,1,21950,16914,15490,663,0,0,15490,16914,760
Governador,95133,PALMELO,1,GO,27,0,2188,1795,1710,27,0,0,1710,1795,58
Governador,95150,PALMINÓPOLIS,1,GO,63,4,4065,3270,3185,24,0,0,3185,3270,61
Governador,95176,PANAMÁ,1,GO,38,7,2603,1956,1805,88,0,0,1805,1956,63
Governador,95192,PARAÍSO DO TOCANTINS,1,TO,7,0,33115,26810,24132,1248,0,14,24132,26810,1416
Governador,95214,PARANÃ,1,TO,18,1,7915,5987,5570,76,0,0,5570,5987,341
Governador,95230,PARAÚNA,1,GO,43,0,8976,6616,6031,250,0,0,6031,6616,335
Governador,95257,PEDRO AFONSO,1,TO,23,0,9838,7953,7495,171,0,0,7495,7953,287
Governador,95273,PEIXE,1,TO,20,10,7044,5573,5250,87,0,1,5250,5573,235
Governador,95290,COLMÉIA,1,TO,16,0,6381,5184,4874,97,0,0,4874,5184,213
Governador,95311,PETROLINA DE GOIÁS,1,GO,54,0,7392,5732,5252,203,0,0,5252,5732,277
Governador,95338,GOIATINS,1,TO,32,3,8111,6628,6187,86,0,0,6187,6628,355
Governador,95354,PILAR DE GOIÁS,1,GO,39,1,3658,2836,2703,62,0,0,2703,2836,71
Governador,95370,PINDORAMA DO TOCANTINS,1,TO,26,0,3575,2908,2724,43,0,1,2724,2908,140
Governador,95397,PIRACANJUBA,1,GO,25,2,18870,14058,12919,536,0,0,12919,14058,603
Governador,95419,PIRANHAS,1,GO,102,2,9294,7242,6771,162,0,0,6771,7242,309
Governador,95435,PIRENÓPOLIS,1,GO,26,21,19935,15764,14050,780,0,0,14050,15764,926
Governador,95451,PIRES DO RIO,1,GO,27,3,21768,16613,14621,921,0,0,14621,16613,1070
Governador,95478,PIUM,1,TO,13,0,5821,4593,4345,79,0,0,4345,4593,169
Governador,95494,PONTALINA,1,GO,45,0,14206,11375,10393,467,0,0,10393,11375,515
Governador,95516,PONTE ALTA DO BOM JESUS,1,TO,17,0,3399,2681,2548,26,0,0,2548,2681,107
Governador,95532,PONTE ALTA DO TOCANTINS,1,TO,26,1,5346,4283,3988,66,0,1,3988,4283,228
Governador,95559,PORANGATU,1,GO,55,5,30944,23694,22168,662,0,0,22168,23694,863
Governador,95575,PORTELÂNDIA,1,GO,21,0,3149,2453,2148,124,0,0,2148,2453,181
Governador,95591,PORTO NACIONAL,1,TO,3,2,42779,35494,32865,1081,0,10,32865,35494,1538
Governador,95613,POSSE,1,GO,29,1,24322,19183,17659,650,0,0,17659,19183,870
Governador,95630,QUIRINÓPOLIS,1,GO,46,0,34428,26998,23907,1595,0,0,23907,26998,1496
Governador,95656,RIALMA,1,GO,72,9,8934,7030,6555,219,0,0,6555,7030,256
Governador,95672,RIANÁPOLIS,1,GO,72,6,3812,3073,2875,81,0,0,2875,3073,117
Governador,95699,LIZARDA,1,TO,35,0,2948,2352,2221,19,0,0,2221,2352,112
Governador,95710,RIO VERDE,1,GO,30,8,81673,64033,56921,3992,0,0,56921,64033,3118
Governador,95710,RIO VERDE,1,GO,140,4,60852,48105,43279,2718,0,0,43279,48105,2107
Governador,95737,RUBIATABA,1,GO,76,6,15248,12077,11227,371,0,0,11227,12077,479
Governador,95753,SANCLERLÂNDIA,1,GO,34,1,7047,5606,5278,133,0,0,5278,5606,195
Governador,95770,SANTA BÁRBARA DE GOIÁS,1,GO,63,0,5368,4254,4022,105,0,0,4022,4254,127
Governador,95796,SANTA CRUZ DE GOIÁS,1,GO,32,0,3210,2507,2374,45,0,0,2374,2507,88
Governador,95818,SANTA HELENA DE GOIÁS,1,GO,66,0,29449,23285,20674,1400,0,0,20674,23285,1210
Governador,95834,SANTA RITA DO ARAGUAIA,1,GO,21,0,4424,3259,2943,160,0,0,2943,3259,156
Governador,95850,SANTA ROSA DE GOIÁS,1,GO,13,0,3095,2605,2426,72,0,0,2426,2605,107
Governador,95877,SANTA TEREZA DE GOIÁS,1,GO,125,0,3169,2384,2211,58,0,0,2211,2384,115
Governador,95893,SANTA TEREZINHA DE GOIÁS,1,GO,85,18,7604,5963,5684,93,0,0,5684,5963,186
Governador,95915,SÃO DOMINGOS,1,GO,47,5,7094,5237,4885,107,0,0,4885,5237,245
Governador,95931,SÃO FRANCISCO DE GOIÁS,1,GO,17,0,4702,3794,3530,105,0,0,3530,3794,159
Governador,95958,PLANALTINA,1,GO,44,8,60975,47375,40252,4296,0,0,40252,47375,2820
Governador,95974,SÃO JOÃO D'ALIANÇA,1,GO,143,2,7035,5477,5121,140,0,0,5121,5477,216
Governador,95990,SÃO LUÍS DE MONTES BELOS,1,GO,80,10,24042,18731,17556,532,0,0,17556,18731,643
Governador,96016,SÃO MIGUEL DO ARAGUAIA,1,GO,94,2,18302,13717,12929,270,0,0,12929,13717,518
Governador,96032,SÃO SEBASTIÃO DO TOCANTINS,1,TO,21,0,3193,2578,2474,29,0,0,2474,2578,75
Governador,96059,SÃO SIMÃO,1,GO,97,0,13807,10313,9105,541,0,0,9105,10313,667
Governador,96075,SERRANÓPOLIS,1,GO,18,4,6271,4684,4244,237,0,0,4244,4684,203
Governador,96091,SILVÂNIA,1,GO,31,10,15596,12531,11419,594,0,0,11419,12531,518
Governador,96113,SÍTIO D'ABADIA,1,GO,123,1,3146,2148,2008,36,0,0,2008,2148,104
Governador,96130,SÍTIO NOVO DO TOCANTINS,1,TO,11,4,7671,6345,5943,163,0,0,5943,6345,239
Governador,96156,TAGUATINGA,1,TO,17,2,10405,8174,7444,214,0,0,7444,8174,516
Governador,96172,TAQUARAL DE GOIÁS,1,GO,57,0,4555,3498,3206,106,0,0,3206,3498,186
Governador,96199,TOCANTÍNIA,1,TO,5,5,4866,4100,3884,68,0,0,3884,4100,148
Governador,96210,TOCANTINÓPOLIS,1,TO,9,2,15700,13042,11860,450,0,7,11860,13042,725
Governador,96237,TRÊS RANCHOS,1,GO,8,0,3592,2801,2576,112,0,0,2576,2801,113
Governador,96253,TRINDADE,1,GO,49,11,89354,69691,64913,2217,0,0,64913,69691,2559
Governador,96270,GUARAÍ,1,TO,6,0,16799,13739,12546,432,0,8,12546,13739,753
Governador,96296,PRESIDENTE KENNEDY,1,TO,4,0,2673,2230,2095,38,0,0,2095,2230,97
Governador,96318,TURVÂNIA,1,GO,63,7,4729,3752,3609,57,0,0,3609,3752,86
Governador,96334,URUAÇU,1,GO,50,3,29060,22294,20522,838,0,0,20522,22294,933
Governador,96350,URUANA,1,GO,77,0,10406,8341,7769,225,0,0,7769,8341,347
Governador,96377,URUTAÍ,1,GO,14,0,3395,2712,2508,93,0,0,2508,2712,111
Governador,96393,VARJÃO,1,GO,56,1,3835,2912,2765,49,0,0,2765,2912,97
Governador,96415,VIANÓPOLIS,1,GO,31,0,10643,8539,7773,386,0,0,7773,8539,380
Governador,96431,XAMBIOÁ,1,TO,12,2,8327,6701,6280,132,0,1,6280,6701,288
Governador,96458,ACREÚNA,1,GO,128,1,15172,11821,10763,511,0,0,10763,11821,546
Governador,96474,MINAÇU,1,GO,130,21,22451,16664,15788,373,0,0,15788,16664,503
Governador,96490,PALMEIRÓPOLIS,1,TO,18,0,5517,4488,4244,55,0,0,4244,4488,189
Governador,96512,MUNDO NOVO,1,GO,94,7,4862,3716,3535,56,0,0,3535,3716,125
Governador,96539,NOVA CRIXÁS,1,GO,110,5,9063,6631,6344,99,0,0,6344,6631,188
Governador,96555,NOVA GLÓRIA,1,GO,72,4,6655,5381,5021,132,0,0,5021,5381,228
Governador,96571,VICENTINÓPOLIS,1,GO,45,0,6298,5183,4680,231,0,0,4680,5183,272
Governador,96598,SILVANÓPOLIS,1,TO,3,0,4485,3637,3436,67,0,0,3436,3637,134
Governador,96610,AMERICANO DO BRASIL,1,GO,34,0,5193,4172,3985,65,0,0,3985,4172,122
Governador,96636,NOVA OLINDA,1,TO,31,6,7821,6434,6016,117,0,2,6016,6434,299
Governador,96652,WANDERLÂNDIA,1,TO,27,0,6893,5541,5142,107,0,1,5142,5541,291
Governador,96679,FIGUEIRÓPOLIS,1,TO,14,3,4442,3617,3400,72,0,0,3400,3617,145
Governador,96695,ARAGUAPAZ,1,GO,110,2,6035,4602,4402,58,0,0,4402,4602,142
Governador,96717,ARENÓPOLIS,1,GO,102,0,3294,2641,2541,33,0,0,2541,2641,67
Governador,96733,CACHOEIRA DOURADA,1,GO,16,6,7112,5429,4965,206,0,0,4965,5429,258
Governador,96750,DOVERLÂNDIA,1,GO,6,4,5739,4508,4313,70,0,0,4313,4508,125
Governador,96776,SANTO ANTÔNIO DO DESCOBERTO,1,GO,24,6,43045,34006,28994,2966,0,0,28994,34006,2043
Governador,96792,RIO SONO,1,TO,23,0,4045,3448,3324,41,0,0,3324,3448,83
Governador,96814,INDIARA,1,GO,68,1,11720,9022,8067,433,0,0,8067,9022,521
Governador,96830,FÁTIMA,1,TO,13,0,3196,2622,2507,37,0,0,2507,2622,78
Governador,96857,AUGUSTINÓPOLIS,1,TO,21,1,12479,10062,9306,285,0,1,9306,10062,470
Governador,96873,CAMPINAÇU,1,GO,125,0,3495,2725,2619,28,0,0,2619,2725,78
Governador,96890,SANTA ISABEL,1,GO,72,0,3700,2943,2826,41,0,0,2826,2943,76
Governador,96911,ADELÂNDIA,1,GO,34,0,2794,2230,2166,25,0,0,2166,2230,39
Governador,96938,ÁGUA FRIA DE GOIÁS,1,GO,131,3,4622,3482,3303,78,0,0,3303,3482,101
Governador,96954,ALIANÇA DO TOCANTINS,1,TO,2,0,4202,3337,3164,38,0,0,3164,3337,135
Governador,96970,APARECIDA DO RIO NEGRO,1,TO,35,0,3905,3356,3162,58,0,0,3162,3356,136
Governador,96997,BARROLÂNDIA,1,TO,28,0,4461,3659,3411,90,0,0,3411,3659,158
Governador,97012,BRASÍLIA,1,DF,1,13,74803,61901,58225,1596,0,0,58225,61901,2060
Governador,97012,BRASÍLIA,1,DF,2,1,113414,91226,83539,3157,0,0,83539,91226,4508
Governador,97012,BRASÍLIA,1,DF,3,13,70713,59597,54747,1993,0,0,54747,59597,2851
Governador,97012,BRASÍLIA,1,DF,4,2,101052,82495,73444,4161,0,0,73444,82495,4872
Governador,97012,BRASÍLIA,1,DF,5,6,129118,106699,97908,3689,0,0,97908,106699,5088
Governador,97012,BRASÍLIA,1,DF,6,12,136068,110223,99487,4501,0,0,99487,110223,6199
Governador,97012,BRASÍLIA,1,DF,8,55,137509,111007,100111,4687,0,0,100111,111007,6189
Governador,97012,BRASÍLIA,1,DF,9,19,131306,108611,100357,3533,0,0,100357,108611,4698
Governador,97012,BRASÍLIA,1,DF,10,0,119521,99189,91478,3251,0,0,91478,99189,4446
Governador,97012,BRASÍLIA,1,DF,11,0,73663,62399,58483,1836,0,0,58483,62399,2064
Governador,97012,BRASÍLIA,1,DF,13,0,137376,113328,102931,4364,0,0,102931,113328,6015
Governador,97012,BRASÍLIA,1,DF,14,15,104124,87075,81879,2439,0,0,81879,87075,2716
Governador,97012,BRASÍLIA,1,DF,15,1,159110,133873,125062,3912,0,0,125062,133873,4870
Governador,97012,BRASÍLIA,1,DF,16,8,150996,123261,110773,5385,0,0,110773,123261,7082
Governador,97012,BRASÍLIA,1,DF,17,0,127990,104759,94572,4466,0,0,94572,104759,5700
Governador,97012,BRASÍLIA,1,DF,18,14,127263,104514,95884,3904,0,0,95884,104514,4707
Governador,97012,BRASÍLIA,1,DF,19,47,106465,88946,83053,2554,0,0,83053,88946,3324
Governador,97012,BRASÍLIA,1,DF,20,8,78800,65251,58977,2762,0,0,58977,65251,3499
Governador,97012,BRASÍLIA,1,DF,21,21,114492,93130,84133,3779,0,0,84133,93130,5211
Governador,98019,BODOQUENA,1,MS,15,0,6653,5128,4889,80,0,0,4889,5128,159
Governador,98035,COSTA RICA,1,MS,38,1,22516,16083,14675,687,0,0,14675,16083,716
Governador,98051,DOURADINA,1,MS,18,0,4701,4081,3880,48,0,0,3880,4081,149
Governador,98078,ITAQUIRAÍ,1,MS,25,0,14272,10269,9553,313,0,0,9553,10269,398
Governador,98094,SÃO GABRIEL DO OESTE,1,MS,40,4,21676,16514,15341,591,0,0,15341,16514,574
Governador,98116,SELVÍRIA,1,MS,9,0,6772,5167,4693,208,0,0,4693,5167,265
Governador,98132,SETE QUEDAS,1,MS,33,6,7312,5589,5203,103,0,0,5203,5589,282
Governador,98159,TACURU,1,MS,33,0,6701,4895,4561,69,0,0,4561,4895,195
Governador,98175,TAQUARUSSU,1,MS,5,0,3538,2813,2672,67,0,0,2672,2813,74
Governador,98191,JUARA,1,MT,27,7,24406,17702,15309,882,0,0,15309,17702,1511
Governador,98213,TEUTÔNIA,1,RS,125,0,25027,21214,19725,869,0,0,19725,21214,620
Governador,98230,BOM PRINCÍPIO,1,RS,11,0,10264,8895,8271,415,0,0,8271,8895,209
Governador,98256,PAROBÉ,1,RS,55,1,39492,32597,29783,1700,0,0,29783,32597,1114
Governador,98272,FORTALEZA DOS VALOS,1,RS,17,1,3708,3252,3078,121,0,0,3078,3252,53
Governador,98299,JÓIA,1,RS,155,0,6159,5286,5066,167,0,0,5066,5286,53
Governador,98310,JUÍNA,1,MT,35,17,33368,23950,20768,1317,0,0,20768,23950,1865
Governador,98337,DENISE,1,MT,13,4,5629,4512,3935,192,0,0,3935,4512,385
Governador,98353,IRANDUBA,1,AM,56,12,36529,30796,28236,641,0,0,28236,30796,1883
Governador,98370,ITAMARATI,1,AM,69,6,7351,5094,4658,21,0,0,4658,5094,415
Governador,98396,MANAQUIRI,1,AM,23,4,14591,10959,10180,68,0,0,10180,10959,711
Governador,98418,PRESIDENTE FIGUEIREDO,1,AM,51,20,25230,18490,16851,403,0,0,16851,18490,1226
Governador,98434,RIO PRETO DA EVA,1,AM,68,12,18139,14387,13219,268,0,0,13219,14387,894
Governador,98450,SÃO SEBASTIÃO DO UATUMÃ,1,AM,27,0,7352,5637,5236,55,0,0,5236,5637,345
Governador,98477,TABATINGA,1,AM,36,4,36877,27412,25195,348,0,0,25195,27412,1865
Governador,98493,UARINI,1,AM,60,1,8897,6699,6263,49,0,0,6263,6699,386
Governador,98515,TONANTINS,1,AM,47,3,10552,8099,7534,53,0,0,7534,8099,512
Governador,98531,QUIXELÔ,1,CE,13,3,14169,12285,11511,365,0,0,11511,12285,409
Governador,98558,UMIRIM,1,CE,23,9,15231,12461,11671,325,0,0,11671,12461,465
Governador,98574,VARJOTA,1,CE,65,5,16757,12855,11937,358,0,0,11937,12855,560
Governador,98590,CORONEL SAPUCAIA,1,MS,19,5,11690,9199,8677,106,0,0,8677,9199,402
Governador,98612,ALTO TAQUARI,1,MT,8,0,7395,5461,4489,415,0,0,4489,5461,557
Governador,98639,ARAGUAIANA,1,MT,9,0,3173,2339,2094,49,0,0,2094,2339,196
Governador,98655,CAMPINÁPOLIS,1,MT,26,1,10210,7416,6615,189,0,0,6615,7416,612
Governador,98671,COCALINHO,1,MT,30,4,4815,3231,2864,63,0,0,2864,3231,304
Governador,98698,ITAÚBA,1,MT,23,5,4230,2974,2613,99,0,0,2613,2974,262
Governador,98710,MARCELÂNDIA,1,MT,32,4,8924,6212,5470,234,0,0,5470,6212,508
Governador,98736,NOVA OLÍMPIA,1,MT,19,1,12507,9399,7540,722,0,0,7540,9399,1137
Governador,98752,NOVA CANAÃ DO NORTE,1,MT,23,1,9984,7201,6247,342,0,0,6247,7201,612
Governador,98779,NOVO SÃO JOAQUIM,1,MT,26,6,5328,3905,3534,70,0,0,3534,3905,301
Governador,98795,NOVO HORIZONTE DO NORTE,1,MT,27,2,3101,2313,2070,66,0,0,2070,2313,177
Governador,98817,PEIXOTO DE AZEVEDO,1,MT,33,7,22862,16816,14407,875,0,0,14407,16816,1534
Governador,98833,PARANAÍTA,1,MT,24,2,9182,6886,6122,241,0,0,6122,6886,523
Governador,98850,PORTO ALEGRE DO NORTE,1,MT,28,7,8265,5717,4958,199,0,0,4958,5717,560
Governador,98876,PORTO ESPERIDIÃO,1,MT,18,1,7716,5599,4993,107,0,0,4993,5599,499
Governador,98892,PRIMAVERA DO LESTE,1,MT,40,0,49909,38997,32250,3134,0,0,32250,38997,3613
Governador,98914,RESERVA DO CABAÇAL,1,MT,41,5,1948,1383,1236,47,0,0,1236,1383,100
Governador,98930,SORRISO,1,MT,43,4,67215,52180,45490,3184,0,0,45490,52180,3506
Governador,98957,TERRA NOVA DO NORTE,1,MT,33,13,8646,6321,5592,272,0,0,5592,6321,457
Governador,98973,VERA,1,MT,36,0,7152,5307,4486,319,0,0,4486,5307,502
Governador,98990,VILA RICA,1,MT,16,2,14290,9829,8397,471,0,0,8397,9829,961
Governador,99015,COMODORO,1,MT,61,2,14229,10107,8788,391,0,0,8788,10107,928
Governador,99031,FIGUEIRÓPOLIS D'OESTE,1,MT,41,16,3027,2177,1865,80,0,0,1865,2177,232
Governador,99058,GUARANTÃ DO NORTE,1,MT,44,16,22602,16340,14494,726,0,0,14494,16340,1120
Governador,99074,INDIAVAÍ,1,MT,41,0,1932,1518,1347,41,0,0,1347,1518,130
Presidente,00019,GUAJARÁ-MIRIM,1,RO,1,26,28174,20962,20555,147,0,0,20555,20962,260
Presidente,00035,PORTO VELHO,1,RO,2,34,105263,84390,82076,866,0,0,82076,84390,1448
Presidente,00035,PORTO VELHO,1,RO,6,29,87737,68215,66349,690,0,0,66349,68215,1176
Presidente,00035,PORTO VELHO,1,RO,20,25,85723,68014,66044,723,0,0,66044,68014,1247
Presidente,00035,PORTO VELHO,1,RO,21,3,71969,56271,54549,671,0,0,54549,56271,1051
Presidente,00051,JI-PARANÁ,1,RO,3,22,28684,21543,21053,212,0,0,21053,21543,278
Presidente,00051,JI-PARANÁ,1,RO,30,30,63647,48015,46902,449,0,0,46902,48015,664
Presidente,00078,ARIQUEMES,1,RO,7,11,69761,51457,50246,517,0,0,50246,51457,694
Presidente,00094,CACOAL,1,RO,11,15,66497,51084,49866,542,0,0,49866,51084,676
Presidente,00116,PIMENTA BUENO,1,RO,9,8,26476,20379,19734,264,0,0,19734,20379,381
Presidente,00132,VILHENA,1,RO,4,34,65454,49961,48529,595,0,0,48529,49961,837
Presidente,00159,JARU,1,RO,10,32,43047,30030,29197,331,0,0,29197,30030,502
Presidente,00175,OURO PRETO DO OESTE,1,RO,13,21,30339,20945,20487,162,0,0,20487,20945,296
Presidente,00191,PRESIDENTE MÉDICI,1,RO,3,23,15598,11523,11212,144,0,0,11212,11523,167
Presidente,00213,COSTA MARQUES,1,RO,5,1,9511,6889,6746,51,0,0,6746,6889,92
Presidente,00230,COLORADO DO OESTE,1,RO,8,58,13741,9982,9707,124,0,0,9707,9982,151
Presidente,00256,ESPIGÃO DO OESTE,1,RO,12,10,23900,18241,17760,198,0,0,17760,18241,283
Presidente,00272,CEREJEIRAS,1,RO,16,12,12930,10033,9799,90,0,0,9799,10033,144
Presidente,00299,ROLIM DE MOURA,1,RO,29,26,40497,29895,29023,404,0,0,29023,29895,468
Presidente,00310,ALTA FLORESTA D'OESTE,1,RO,17,8,19397,14084,13718,142,0,0,13718,14084,224
Presidente,00337,ALVORADA DO OESTE,1,RO,18,43,11870,8315,8095,78,0,0,8095,8315,142
Presidente,00353,SANTA LUZIA D'OESTE,1,RO,19,12,6834,4915,4776,58,0,0,4776,4915,81
Presidente,00370,NOVA BRASILÂNDIA D'OESTE,1,RO,15,3,14084,10518,10266,116,0,0,10266,10518,136
Presidente,00396,MACHADINHO D'OESTE,1,RO,32,19,23639,16528,16218,127,0,0,16218,16528,183
Presidente,00418,SÃO MIGUEL DO GUAPORÉ,1,RO,35,0,17389,12929,12610,138,0,0,12610,12929,181
Presidente,00434,NOVA MAMORÉ,1,RO,1,9,18003,13395,13149,91,0,0,13149,13395,155
Presidente,00450,CABIXI,1,RO,8,10,4781,3592,3515,29,0,0,3515,3592,48
Presidente,00477,CANDEIAS DO JAMARI,1,RO,21,5,18894,13704,13379,114,0,0,13379,13704,211
Presidente,00493,ITAPUÃ DO OESTE,1,RO,2,0,6445,4562,4473,38,0,0,4473,4562,51
Presidente,00515,NOVO HORIZONTE DO OESTE,1,RO,15,9,6839,5437,5317,48,0,0,5317,5437,72
Presidente,00531,CASTANHEIRAS,1,RO,15,0,3075,2296,2250,19,0,0,2250,2296,27
Presidente,00558,VALE DO PARAÍSO,1,RO,28,2,6175,4441,4350,37,0,0,4350,4441,54
Presidente,00566,URUPÁ,1,RO,18,2,9543,6818,6624,82,0,0,6624,6818,112
Presidente,00574,MIRANTE DA SERRA,1,RO,28,0,9138,6527,6378,66,0,0,6378,6527,83
Presidente,00582,SERINGUEIRAS,1,RO,35,2,10067,7405,7241,65,0,0,7241,7405,99
Presidente,00590,THEOBROMA,1,RO,27,1,8054,5830,5673,62,0,0,5673,5830,95
Presidente,00604,MINISTRO ANDREAZZA,1,RO,11,7,6001,4633,4518,35,0,0,4518,4633,80
Presidente,00612,GOVERNADOR JORGE TEIXEIRA,1,RO,27,3,7422,5417,5290,47,0,0,5290,5417,80
Presidente,00620,CACAULÂNDIA,1,RO,26,2,3947,2989,2924,21,0,0,2924,2989,44
Presidente,00639,ALTO PARAÍSO,1,RO,25,2,11742,8628,8406,92,0,0,8406,8628,130
Presidente,00647,RIO CRESPO,1,RO,26,0,3322,2389,2357,13,0,0,2357,2389,19
Presidente,00655,CORUMBIARA,1,RO,16,5,5621,4405,4291,55,0,0,4291,4405,59
Presidente,00663,MONTE NEGRO,1,RO,25,1,10082,7305,7161,39,0,0,7161,7305,105
Presidente,00671,CAMPO NOVO DE RONDÔNIA,1,RO,34,0,7748,5565,5456,38,0,0,5456,5565,71
Presidente,00680,CUJUBIM,1,RO,26,2,11121,7920,7752,55,0,0,7752,7920,113
Presidente,00698,VALE DO ANARI,1,RO,32,1,6381,4739,4649,31,0,0,4649,4739,59
Presidente,00701,PARECIS,1,RO,19,0,3269,2489,2443,16,0,0,2443,2489,30
Presidente,00710,SÃO FELIPE D'OESTE,1,RO,19,13,4435,3420,3340,30,0,0,3340,3420,50
Presidente,00728,PRIMAVERA DE RONDÔNIA,1,RO,9,0,2877,2267,2194,21,0,0,2194,2267,52
Presidente,00736,ALTO ALEGRE DOS PARECIS,1,RO,19,1,8354,6461,6288,57,0,0,6288,6461,116
Presidente,00744,NOVA UNIÃO,1,RO,28,4,5566,4132,4057,27,0,0,4057,4132,48
Presidente,00752,TEIXEIRÓPOLIS,1,RO,13,0,4088,3046,2975,28,0,0,2975,3046,43
Presidente,00779,BURITIS,1,RO,34,3,22959,15865,15546,115,0,0,15546,15865,204
Presidente,00787,PIMENTEIRAS DO OESTE,1,RO,16,0,1988,1508,1483,9,0,0,1483,1508,16
Presidente,00795,SÃO FRANCISCO DO GUAPORÉ,1,RO,5,0,12556,9382,9209,84,0,0,9209,9382,89
Presidente,00809,CHUPINGUAIA,1,RO,8,4,7344,5142,5030,47,0,0,5030,5142,65
Presidente,01007,BUJARI,1,AC,9,3,9947,7532,7263,70,0,0,7263,7532,199
Presidente,01015,CAPIXABA,1,AC,2,11,7836,6166,6011,36,0,0,6011,6166,119
Presidente,01023,PORTO ACRE,1,AC,1,5,13179,10579,10259,91,0,0,10259,10579,229
Presidente,01031,SANTA ROSA DO PURUS,1,AC,3,3,3768,2610,2518,15,0,0,2518,2610,77
Presidente,01040,MARECHAL THAUMATURGO,1,AC,4,2,11361,8280,8059,31,0,0,8059,8280,190
