ds_cargo,cd_municipio,nm_municipio,nr_turno,sg_uf,nr_zona,qt_secoes_agregadas,qt_aptos_tot,qt_comparecimento,qt_votos_nom_validos,qt_votos_brancos,qt_total_vt_leg_validos,qt_total_votos_anulados,qt_votos_validos,qt_votos,qt_total_votos_nulos
Conselheiro Distrital,30015,FERNANDO DE NORONHA,1,PE,4,0,3297,2299,2192,26,0,0,2192,2299,81
Deputado Distrital,97012,BRASÍLIA,1,DF,1,13,74803,61901,54706,2441,2753,0,57459,61901,1566
Deputado Distrital,97012,BRASÍLIA,1,DF,2,1,113414,91226,81100,4034,3904,0,85004,91226,1996
Deputado Distrital,97012,BRASÍLIA,1,DF,3,13,70713,59597,51295,3048,2048,0,53343,59597,1909
Deputado Distrital,97012,BRASÍLIA,1,DF,4,2,101052,82495,72419,4405,3273,0,75692,82495,2185
Deputado Distrital,97012,BRASÍLIA,1,DF,5,6,129118,106699,95314,4708,3877,0,99191,106699,2584
Deputado Distrital,97012,BRASÍLIA,1,DF,6,12,136068,110223,97501,5364,4765,0,102266,110223,2488
Deputado Distrital,97012,BRASÍLIA,1,DF,8,55,137509,111007,96000,6521,4322,0,100322,111007,3484
Deputado Distrital,97012,BRASÍLIA,1,DF,9,19,131306,108611,95584,5297,3939,0,99523,108611,3084
Deputado Distrital,97012,BRASÍLIA,1,DF,10,0,119521,99189,87397,4671,3300,0,90697,99189,2689
Deputado Distrital,97012,BRASÍLIA,1,DF,11,0,73663,62399,55419,2568,2386,0,57805,62399,1595
Deputado Distrital,97012,BRASÍLIA,1,DF,13,0,137376,113328,98852,6118,4306,0,103158,113328,3618
Deputado Distrital,97012,BRASÍLIA,1,DF,14,15,104124,87075,77138,3417,3959,0,81097,87075,2075
Deputado Distrital,97012,BRASÍLIA,1,DF,15,1,159110,133873,117996,6072,4875,0,122871,133873,3730
Deputado Distrital,97012,BRASÍLIA,1,DF,16,8,150996,123261,107563,6881,4995,0,112558,123261,3295
Deputado Distrital,97012,BRASÍLIA,1,DF,17,0,127990,104759,92019,5481,3794,0,95813,104759,2988
Deputado Distrital,97012,BRASÍLIA,1,DF,18,14,127263,104514,93505,4450,4002,0,97507,104514,2287
Deputado Distrital,97012,BRASÍLIA,1,DF,19,47,106465,88946,78935,4074,2877,0,81812,88946,2319
Deputado Distrital,97012,BRASÍLIA,1,DF,20,8,78800,65251,56842,3745,2437,0,59279,65251,1967
Deputado Distrital,97012,BRASÍLIA,1,DF,21,21,114492,93130,81486,5195,3504,0,84990,93130,2660
Deputado Estadual,00019,GUAJARÁ-MIRIM,1,RO,1,26,28155,20947,19016,401,800,0,19816,20947,269
Deputado Estadual,00035,PORTO VELHO,1,RO,2,34,104635,83847,73306,3440,3100,0,76406,83847,2496
Deputado Estadual,00035,PORTO VELHO,1,RO,6,29,87500,68003,59161,2750,3267,0,62428,68003,1728
Deputado Estadual,00035,PORTO VELHO,1,RO,20,25,85512,67819,58988,2995,2739,0,61727,67819,2029
Deputado Estadual,00035,PORTO VELHO,1,RO,21,3,71892,56207,47454,2978,2682,0,50136,56207,1738
Deputado Estadual,00051,JI-PARANÁ,1,RO,3,22,28683,21542,19475,696,886,0,20361,21542,411
Deputado Estadual,00051,JI-PARANÁ,1,RO,30,30,63647,48015,43662,1500,1774,0,45436,48015,900
Deputado Estadual,00078,ARIQUEMES,1,RO,7,11,69756,51453,45969,2195,2062,0,48031,51453,1108
Deputado Estadual,00094,CACOAL,1,RO,11,15,66495,51082,46283,1771,1962,0,48245,51082,963
Deputado Estadual,00116,PIMENTA BUENO,1,RO,9,8,26473,20378,18167,850,791,0,18958,20378,519
Deputado Estadual,00132,VILHENA,1,RO,4,34,65453,49960,43571,2648,2224,0,45795,49960,1447
Deputado Estadual,00159,JARU,1,RO,10,32,43043,30026,27189,836,1367,0,28556,30026,501
Deputado Estadual,00175,OURO PRETO DO OESTE,1,RO,13,21,30339,20945,18629,689,896,0,19525,20945,490
Deputado Estadual,00191,PRESIDENTE MÉDICI,1,RO,3,23,15598,11523,10248,406,615,0,10863,11523,223
Deputado Estadual,00213,COSTA MARQUES,1,RO,5,1,9510,6888,6298,109,351,0,6649,6888,71
Deputado Estadual,00230,COLORADO DO OESTE,1,RO,8,58,13740,9981,8766,393,589,0,9355,9981,217
Deputado Estadual,00256,ESPIGÃO DO OESTE,1,RO,12,10,23900,18241,16308,706,837,0,17145,18241,378
Deputado Estadual,00272,CEREJEIRAS,1,RO,16,12,12928,10031,8918,393,495,0,9413,10031,190
Deputado Estadual,00299,ROLIM DE MOURA,1,RO,29,26,40497,29895,26097,1435,1439,0,27536,29895,769
Deputado Estadual,00310,ALTA FLORESTA D'OESTE,1,RO,17,8,19394,14081,12448,539,751,0,13199,14081,292
Deputado Estadual,00337,ALVORADA DO OESTE,1,RO,18,43,11870,8315,7390,252,470,0,7860,8315,178
Deputado Estadual,00353,SANTA LUZIA D'OESTE,1,RO,19,12,6834,4915,4315,196,281,0,4596,4915,99
Deputado Estadual,00370,NOVA BRASILÂNDIA D'OESTE,1,RO,15,3,14084,10518,9593,283,456,0,10049,10518,176
Deputado Estadual,00396,MACHADINHO D'OESTE,1,RO,32,19,23633,16522,14876,439,938,0,15814,16522,192
Deputado Estadual,00418,SÃO MIGUEL DO GUAPORÉ,1,RO,35,0,17388,12928,11790,365,589,0,12379,12928,160
Deputado Estadual,00434,NOVA MAMORÉ,1,RO,1,9,18003,13395,11647,313,728,0,12375,13395,166
Deputado Estadual,00450,CABIXI,1,RO,8,10,4781,3592,3218,99,208,0,3426,3592,60
Deputado Estadual,00477,CANDEIAS DO JAMARI,1,RO,21,5,18894,13704,12123,434,729,0,12852,13704,240
Deputado Estadual,00493,ITAPUÃ DO OESTE,1,RO,2,0,6445,4562,4023,178,266,0,4289,4562,63
Deputado Estadual,00515,NOVO HORIZONTE DO OESTE,1,RO,15,9,6839,5437,4926,116,303,0,5229,5437,83
Deputado Estadual,00531,CASTANHEIRAS,1,RO,15,0,3075,2296,2089,61,115,0,2204,2296,28
Deputado Estadual,00558,VALE DO PARAÍSO,1,RO,28,2,6175,4441,3973,122,263,0,4236,4441,69
Deputado Estadual,00566,URUPÁ,1,RO,18,2,9542,6817,6025,240,389,0,6414,6817,120
Deputado Estadual,00574,MIRANTE DA SERRA,1,RO,28,0,9138,6527,5816,191,377,0,6193,6527,97
Deputado Estadual,00582,SERINGUEIRAS,1,RO,35,2,10067,7405,6768,170,353,0,7121,7405,104
Deputado Estadual,00590,THEOBROMA,1,RO,27,1,8054,5830,5226,113,345,0,5571,5830,97
Deputado Estadual,00604,MINISTRO ANDREAZZA,1,RO,11,7,6001,4633,4170,113,269,0,4439,4633,75
Deputado Estadual,00612,GOVERNADOR JORGE TEIXEIRA,1,RO,27,3,7422,5417,4819,135,314,0,5133,5417,89
Deputado Estadual,00620,CACAULÂNDIA,1,RO,26,2,3947,2989,2724,67,137,0,2861,2989,58
Deputado Estadual,00639,ALTO PARAÍSO,1,RO,25,2,11741,8627,7818,252,443,0,8261,8627,113
Deputado Estadual,00647,RIO CRESPO,1,RO,26,0,3322,2389,2202,41,122,0,2324,2389,22
Deputado Estadual,00655,CORUMBIARA,1,RO,16,5,5621,4405,3956,132,239,0,4195,4405,69
Deputado Estadual,00663,MONTE NEGRO,1,RO,25,1,10082,7305,6607,178,394,0,7001,7305,123
Deputado Estadual,00671,CAMPO NOVO DE RONDÔNIA,1,RO,34,0,7747,5564,5033,140,323,0,5356,5564,66
Deputado Estadual,00680,CUJUBIM,1,RO,26,2,11120,7919,7244,157,414,0,7658,7919,101
Deputado Estadual,00698,VALE DO ANARI,1,RO,32,1,6381,4739,4300,76,300,0,4600,4739,60
Deputado Estadual,00701,PARECIS,1,RO,19,0,3269,2489,2262,46,130,0,2392,2489,40
Deputado Estadual,00710,SÃO FELIPE D'OESTE,1,RO,19,13,4435,3420,3052,88,200,0,3252,3420,67
Deputado Estadual,00728,PRIMAVERA DE RONDÔNIA,1,RO,9,0,2877,2267,2044,65,104,0,2148,2267,43
Deputado Estadual,00736,ALTO ALEGRE DOS PARECIS,1,RO,19,1,8354,6461,5676,224,410,0,6086,6461,150
Deputado Estadual,00744,NOVA UNIÃO,1,RO,28,4,5566,4132,3782,66,221,0,4003,4132,51
Deputado Estadual,00752,TEIXEIRÓPOLIS,1,RO,13,0,4088,3046,2716,97,165,0,2881,3046,38
Deputado Estadual,00779,BURITIS,1,RO,34,3,22958,15864,14539,315,770,0,15309,15864,214
Deputado Estadual,00787,PIMENTEIRAS DO OESTE,1,RO,16,0,1988,1508,1390,21,68,0,1458,1508,21
Deputado Estadual,00795,SÃO FRANCISCO DO GUAPORÉ,1,RO,5,0,12554,9380,8641,208,414,0,9055,9380,90
Deputado Estadual,00809,CHUPINGUAIA,1,RO,8,4,7343,5141,4611,143,290,0,4901,5141,96
Deputado Estadual,01007,BUJARI,1,AC,9,3,9947,7532,6683,127,558,0,7241,7532,119
Deputado Estadual,01015,CAPIXABA,1,AC,2,11,7836,6166,5645,71,386,0,6031,6166,52
Deputado Estadual,01023,PORTO ACRE,1,AC,1,5,13178,10578,9481,211,684,0,10165,10578,184
Deputado Estadual,01031,SANTA ROSA DO PURUS,1,AC,3,3,3767,2609,2344,21,174,0,2518,2609,52
Deputado Estadual,01040,MARECHAL THAUMATURGO,1,AC,4,2,11361,8280,7536,42,612,0,8148,8280,88
Deputado Estadual,01058,BRASILÉIA,1,AC,6,6,18192,14534,13061,254,1033,0,14094,14534,184
Deputado Estadual,01066,PORTO WALTER,1,AC,4,1,7234,5655,5217,25,364,0,5581,5655,49
Deputado Estadual,01074,CRUZEIRO DO SUL,1,AC,4,5,59174,46647,42980,856,2187,0,45167,46647,611
Deputado Estadual,01082,RODRIGUES ALVES,1,AC,4,1,11789,9094,8532,64,431,0,8963,9094,67
Deputado Estadual,01090,MÂNCIO LIMA,1,AC,4,3,13771,10566,9791,93,568,0,10359,10566,111
Deputado Estadual,01104,JORDÃO,1,AC,5,2,5592,4146,3721,6,358,0,4079,4146,60
Deputado Estadual,01112,EPITACIOLÂNDIA,1,AC,6,0,12508,9932,8832,227,752,0,9584,9932,119
Deputado Estadual,01120,ACRELÂNDIA,1,AC,8,4,9521,7293,6567,149,470,0,7037,7293,101
Deputado Estadual,01139,FEIJÓ,1,AC,7,6,22750,15854,14178,179,1207,0,15385,15854,287
Deputado Estadual,01392,RIO BRANCO,1,AC,1,35,134993,105863,95421,2906,4555,0,99976,105863,2570
Deputado Estadual,01392,RIO BRANCO,1,AC,9,4,131342,104569,93795,2937,4507,0,98302,104569,2150
Deputado Estadual,01457,SENA MADUREIRA,1,AC,3,2,30309,22457,20618,313,1309,0,21927,22457,201
Deputado Estadual,01473,TARAUACÁ,1,AC,5,12,27613,19302,16845,380,1597,0,18442,19302,378
Deputado Estadual,01490,XAPURI,1,AC,2,13,12097,9683,8716,103,750,0,9466,9683,113
Deputado Estadual,01511,PLÁCIDO DE CASTRO,1,AC,8,15,12268,9680,8836,162,555,0,9391,9680,121
Deputado Estadual,01538,SENADOR GUIOMARD,1,AC,8,21,17817,14220,12623,322,742,0,13365,14220,503
Deputado Estadual,01554,MANOEL URBANO,1,AC,3,0,7774,5760,5206,44,436,0,5642,5760,68
Deputado Estadual,01570,ASSIS BRASIL,1,AC,6,2,6389,5018,4486,41,421,0,4907,5018,61
Deputado Estadual,02003,APUÍ,1,AM,67,15,11692,7940,7038,286,387,0,7425,7940,229
Deputado Estadual,02011,NOVO AIRÃO,1,AM,34,2,11479,8872,8188,86,318,0,8506,8872,251
Deputado Estadual,02020,GUAJARÁ,1,AM,45,2,11815,7977,7121,143,433,0,7554,7977,278
Deputado Estadual,02038,ANORI,1,AM,33,1,10812,8204,7740,54,229,0,7969,8204,179
Deputado Estadual,02046,CAREIRO DA VÁRZEA,1,AM,31,12,16762,13041,11929,163,528,0,12457,13041,419
Deputado Estadual,02054,ATALAIA DO NORTE,1,AM,42,8,8961,6194,5688,42,217,0,5905,6194,247
Deputado Estadual,02070,AUTAZES,1,AM,35,21,28953,21979,20115,211,730,0,20845,21979,920
Deputado Estadual,02097,BARCELOS,1,AM,18,1,11790,7549,6835,77,311,0,7146,7549,326
Deputado Estadual,02119,BARREIRINHA,1,AM,26,1,21076,16739,15300,130,657,0,15957,16739,650
Deputado Estadual,02135,BENJAMIN CONSTANT,1,AM,20,9,22241,16926,15629,131,581,0,16210,16926,584
Deputado Estadual,02151,BOCA DO ACRE,1,AM,14,7,23007,16251,13871,511,1030,0,14901,16251,838
Deputado Estadual,02178,BORBA,1,AM,15,14,20894,16571,15299,109,616,0,15915,16571,544
Deputado Estadual,02194,CANUTAMA,1,AM,13,3,10034,7006,6431,114,269,0,6700,7006,192
Deputado Estadual,02216,CARAUARI,1,AM,21,11,21551,14082,12965,155,521,0,13486,14082,441
Deputado Estadual,02232,CAREIRO,1,AM,23,10,24216,17561,15828,283,756,0,16584,17561,689
Deputado Estadual,02259,COARI,1,AM,8,31,51518,35730,32638,602,1499,0,34137,35730,985
Deputado Estadual,02275,CODAJÁS,1,AM,7,0,16463,11906,11060,64,464,0,11524,11906,317
Deputado Estadual,02291,EIRUNEPÉ,1,AM,11,7,20056,14530,12934,232,759,0,13693,14530,605
Deputado Estadual,02313,ENVIRA,1,AM,46,0,12083,7531,6809,58,376,0,7185,7531,288
Deputado Estadual,02330,FONTE BOA,1,AM,10,6,16325,11648,10489,109,510,0,10999,11648,475
Deputado Estadual,02356,HUMAITÁ,1,AM,17,10,32834,24383,21993,728,881,0,22874,24383,780
Deputado Estadual,02372,SANTA ISABEL DO RIO NEGRO,1,AM,30,0,8913,5571,4941,73,297,0,5238,5571,260
Deputado Estadual,02399,IPIXUNA,1,AM,45,5,11954,7719,6608,133,430,0,7038,7719,548
Deputado Estadual,02410,ITACOATIARA,1,AM,3,21,71092,54857,49071,644,1754,0,50825,54857,1367
Deputado Estadual,02437,ITAPIRANGA,1,AM,24,3,8345,6453,6012,69,186,0,6198,6453,165
Deputado Estadual,02453,JAPURÁ,1,AM,48,1,5103,3389,2781,33,140,0,2921,3389,139
Deputado Estadual,02470,JURUÁ,1,AM,50,18,7874,5324,4797,54,238,0,5035,5324,235
Deputado Estadual,02496,JUTAÍ,1,AM,41,0,14312,9487,8183,141,561,0,8744,9487,590
Deputado Estadual,02518,LÁBREA,1,AM,12,11,27122,19173,17496,225,700,0,18196,19173,749
Deputado Estadual,02534,MANACAPURU,1,AM,6,19,72661,57566,53437,693,1802,0,55239,57566,1612
Deputado Estadual,02550,MANAUS,1,AM,1,17,98564,83947,75088,3426,2330,0,77418,83947,3020
Deputado Estadual,02550,MANAUS,1,AM,2,3,90740,76674,69277,2900,1881,0,71158,76674,2509
Deputado Estadual,02550,MANAUS,1,AM,31,12,80891,69249,61445,2832,2155,0,63600,69249,2772
Deputado Estadual,02550,MANAUS,1,AM,32,4,120004,103281,93026,3761,3094,0,96120,103281,3319
Deputado Estadual,02550,MANAUS,1,AM,37,3,95723,82255,73107,3497,2441,0,75548,82255,3152
Deputado Estadual,02550,MANAUS,1,AM,40,6,124068,105411,94692,3835,3163,0,97855,105411,3574
Deputado Estadual,02550,MANAUS,1,AM,58,1,118046,99921,89080,4483,2648,0,91728,99921,3660
Deputado Estadual,02550,MANAUS,1,AM,59,10,105073,90009,79282,4125,3014,0,82296,90009,3538
Deputado Estadual,02550,MANAUS,1,AM,62,0,133741,111631,99068,4825,3760,0,102828,111631,3818
Deputado Estadual,02550,MANAUS,1,AM,63,11,129348,109674,96671,5089,3726,0,100397,109674,4133
Deputado Estadual,02550,MANAUS,1,AM,65,6,121660,102062,89892,4983,3317,0,93209,102062,3778
Deputado Estadual,02550,MANAUS,1,AM,68,11,87614,72917,63857,3305,2771,0,66628,72917,2954
Deputado Estadual,02550,MANAUS,1,AM,70,13,110259,92896,81641,4456,3011,0,84652,92896,3745
Deputado Estadual,02577,MANICORÉ,1,AM,16,7,33167,24538,22801,289,742,0,23543,24538,706
Deputado Estadual,02593,MARAÃ,1,AM,49,6,10066,6078,5532,41,226,0,5758,6078,261
Deputado Estadual,02615,MAUÉS,1,AM,5,12,36860,27296,24964,399,894,0,25858,27296,1007
Deputado Estadual,02631,NHAMUNDÁ,1,AM,43,2,14308,11129,10157,96,452,0,10609,11129,423
Deputado Estadual,02658,NOVA OLINDA DO NORTE,1,AM,35,0,19057,14313,13075,125,514,0,13589,14313,562
Deputado Estadual,02674,NOVO ARIPUANÃ,1,AM,29,5,13651,9424,8588,88,321,0,8909,9424,427
Deputado Estadual,02690,PARINTINS,1,AM,4,11,72640,54995,50413,1063,2035,0,52448,54995,1467
Deputado Estadual,02712,PAUINI,1,AM,44,2,11417,7731,7106,55,253,0,7359,7731,317
Deputado Estadual,02739,SANTO ANTÔNIO DO IÇÁ,1,AM,47,1,16278,12695,11521,73,533,0,12054,12695,568
Deputado Estadual,02755,SÃO PAULO DE OLIVENÇA,1,AM,22,2,18537,14906,13535,111,510,0,14045,14906,746
Deputado Estadual,02771,SILVES,1,AM,24,5,8334,6520,5851,66,215,0,6066,6520,201
Deputado Estadual,02798,TAPAUÁ,1,AM,38,1,14016,9702,8768,69,480,0,9248,9702,385
Deputado Estadual,02810,TEFÉ,1,AM,9,4,41720,33771,31383,336,1207,0,32590,33771,844
Deputado Estadual,02836,SÃO GABRIEL DA CACHOEIRA,1,AM,19,7,31974,21591,19441,278,940,0,20381,21591,931
Deputado Estadual,02852,URUCARÁ,1,AM,27,2,12254,8987,8264,123,307,0,8571,8987,291
Deputado Estadual,02879,URUCURITUBA,1,AM,3,2,13184,9775,9024,91,302,0,9326,9775,302
Deputado Estadual,02895,ALVARÃES,1,AM,60,2,11310,8669,8033,49,297,0,8330,8669,287
Deputado Estadual,02917,AMATURÁ,1,AM,22,4,6798,5405,4882,58,233,0,5115,5405,231
Deputado Estadual,02933,ANAMÃ,1,AM,6,0,8653,6465,6025,50,226,0,6251,6465,163
Deputado Estadual,02950,BERURI,1,AM,54,0,13827,10419,9667,63,392,0,10059,10419,297
Deputado Estadual,02976,BOA VISTA DO RAMOS,1,AM,5,3,12708,9683,8957,75,341,0,9298,9683,309
Deputado Estadual,02992,CAAPIRANGA,1,AM,6,0,9622,7124,6738,42,153,0,6891,7124,191
Deputado Estadual,03000,CAROEBE,1,RR,4,1,6482,5631,5318,42,194,0,5512,5631,76
Deputado Estadual,03018,BOA VISTA,1,RR,1,46,128224,108028,101345,2060,2082,0,103427,108028,2096
Deputado Estadual,03018,BOA VISTA,1,RR,5,12,103638,83788,78573,1330,2245,0,80818,83788,1348
Deputado Estadual,03026,IRACEMA,1,RR,6,1,5759,4986,4690,33,194,0,4884,4986,67
Deputado Estadual,03034,CARACARAÍ,1,RR,2,1,14142,11675,11111,83,357,0,11468,11675,116
Deputado Estadual,03042,AMAJARI,1,RR,7,3,6495,5598,5310,35,206,0,5516,5598,40
Deputado Estadual,03050,ALTO ALEGRE,1,RR,3,2,10901,9284,8759,61,341,0,9100,9284,116
Deputado Estadual,03069,CANTÁ,1,RR,5,8,13346,11284,10613,71,482,0,11095,11284,99
Deputado Estadual,03077,BONFIM,1,RR,5,5,10201,8647,8084,59,401,0,8485,8647,94
Deputado Estadual,03085,RORAINÓPOLIS,1,RR,8,3,20471,16659,15593,179,705,0,16298,16659,177
Deputado Estadual,03093,MUCAJAÍ,1,RR,6,16,12432,10423,9860,84,360,0,10220,10423,111
Deputado Estadual,03107,UIRAMUTÃ,1,RR,7,5,6329,5536,5150,13,339,0,5489,5536,33
Deputado Estadual,03115,NORMANDIA,1,RR,5,4,7644,6675,6295,31,306,0,6601,6675,39
Deputado Estadual,03123,PACARAIMA,1,RR,7,4,8426,6794,6434,30,252,0,6686,6794,63
Deputado Estadual,03131,SÃO JOÃO DA BALIZA,1,RR,4,1,4936,4268,4048,37,139,0,4187,4268,41
Deputado Estadual,03158,SÃO LUIZ,1,RR,4,7,5969,5043,4781,23,178,0,4959,5043,60
Deputado Estadual,04006,GOIANÉSIA DO PARÁ,1,PA,103,7,22433,16281,14505,372,1159,0,15664,16281,241
Deputado Estadual,04014,ABAETETUBA,1,PA,7,24,119591,99959,91516,1792,5451,0,96967,99959,1117
Deputado Estadual,04022,TAILÂNDIA,1,PA,93,1,52834,40305,35092,1486,2954,0,38046,40305,716
Deputado Estadual,04030,ACARÁ,1,PA,94,13,44082,37614,33478,476,3295,0,36773,37614,330
Deputado Estadual,04049,BOM JESUS DO TOCANTINS,1,PA,100,1,10893,8705,7796,166,598,0,8394,8705,134
Deputado Estadual,04057,AFUÁ,1,PA,16,5,27034,21187,18549,266,2132,0,20681,21187,216
Deputado Estadual,04065,SÃO JOÃO DE PIRABAS,1,PA,64,2,17603,13710,12369,286,861,0,13230,13710,178
Deputado Estadual,04073,ALENQUER,1,PA,21,61,40901,33085,30323,479,1950,0,32273,33085,326
Deputado Estadual,04081,TUCUMÃ,1,PA,74,5,28536,20352,17988,615,1226,0,19214,20352,277
Deputado Estadual,04090,ALMEIRIM,1,PA,55,18,23616,17679,16317,292,855,0,17172,17679,213
Deputado Estadual,04103,MÃE DO RIO,1,PA,49,9,26145,19538,17456,428,1353,0,18809,19538,283
Deputado Estadual,04111,ALTAMIRA,1,PA,18,17,89311,65093,57252,2726,3788,0,61040,65093,1281
Deputado Estadual,04120,ELDORADO DOS CARAJÁS,1,PA,58,5,20687,14955,13252,284,1226,0,14478,14955,189
Deputado Estadual,04138,ANAJÁS,1,PA,90,3,21522,15780,13708,122,1741,0,15449,15780,206
Deputado Estadual,04146,SANTA LUZIA DO PARÁ,1,PA,41,5,17976,13794,12434,196,932,0,13366,13794,221
Deputado Estadual,04154,ANANINDEUA,1,PA,43,1,174826,144239,125779,7078,6306,0,132085,144239,4537
Deputado Estadual,04154,ANANINDEUA,1,PA,72,2,173731,143413,125062,6958,5824,0,130886,143413,4929
Deputado Estadual,04162,PALESTINA DO PARÁ,1,PA,57,3,5581,4610,4169,37,352,0,4521,4610,51
Deputado Estadual,04170,AUGUSTO CORRÊA,1,PA,52,13,35835,28815,26041,324,2092,0,28133,28815,343
Deputado Estadual,04189,IPIXUNA DO PARÁ,1,PA,49,8,24089,17798,15772,264,1483,0,17255,17798,260
Deputado Estadual,04197,AVEIRO,1,PA,34,9,11628,8259,7549,96,519,0,8068,8259,77
Deputado Estadual,04200,JACAREACANGA,1,PA,102,4,13275,9000,7589,179,1048,0,8637,9000,110
Deputado Estadual,04219,BAGRE,1,PA,15,0,15949,11878,10677,77,1027,0,11704,11878,96
Deputado Estadual,04227,BRASIL NOVO,1,PA,18,4,15160,12178,10869,336,793,0,11662,12178,170
Deputado Estadual,04235,BAIÃO,1,PA,35,6,26479,21139,19103,357,1470,0,20573,21139,168
Deputado Estadual,04243,SANTA BÁRBARA DO PARÁ,1,PA,36,5,17169,13809,12415,394,716,0,13131,13809,279
Deputado Estadual,04251,BARCARENA,1,PA,65,2,94533,77770,69131,3372,3536,0,72667,77770,1561
Deputado Estadual,04260,ÁGUA AZUL DO NORTE,1,PA,61,1,9790,7634,6930,127,493,0,7423,7634,61
Deputado Estadual,04278,BELÉM,1,PA,1,36,84168,71638,62968,2845,3256,0,66224,71638,2305
Deputado Estadual,04278,BELÉM,1,PA,28,10,101458,84419,73969,3764,3866,0,77835,84419,2623
Deputado Estadual,04278,BELÉM,1,PA,29,2,101876,85955,75582,3719,4096,0,79678,85955,2342
Deputado Estadual,04278,BELÉM,1,PA,30,0,124705,99430,86976,4539,5110,0,92086,99430,2668
Deputado Estadual,04278,BELÉM,1,PA,73,6,130350,106973,93658,4752,4644,0,98302,106973,3491
Deputado Estadual,04278,BELÉM,1,PA,76,42,87785,74181,64414,3340,3130,0,67544,74181,3097
Deputado Estadual,04278,BELÉM,1,PA,95,34,101913,85237,74386,3775,3576,0,77962,85237,3254
Deputado Estadual,04278,BELÉM,1,PA,96,8,104606,87844,76341,3947,4189,0,80530,87844,3083
Deputado Estadual,04278,BELÉM,1,PA,97,2,127500,103183,89290,5256,4802,0,94092,103183,3574
Deputado Estadual,04278,BELÉM,1,PA,98,26,99858,83289,72225,3854,3599,0,75824,83289,3331
Deputado Estadual,04286,TRAIRÃO,1,PA,34,0,11893,8569,7596,195,542,0,8138,8569,114
Deputado Estadual,04294,BENEVIDES,1,PA,78,2,46837,38098,34658,1139,1612,0,36270,38098,644
Deputado Estadual,04308,PAU D'ARCO,1,PA,59,4,7754,5532,5054,76,345,0,5399,5532,46
Deputado Estadual,04316,BONITO,1,PA,41,3,12188,10150,9029,217,752,0,9781,10150,149
Deputado Estadual,04324,ULIANÓPOLIS,1,PA,84,0,19998,14928,13405,377,953,0,14358,14928,186
Deputado Estadual,04332,BRAGANÇA,1,PA,13,38,89316,70416,63581,1482,4224,0,67805,70416,1094
Deputado Estadual,04340,AURORA DO PARÁ,1,PA,49,9,19126,14178,12677,176,1128,0,13805,14178,186
Deputado Estadual,04359,BREVES,1,PA,15,2,73737,54919,49620,530,4265,0,53885,54919,490
Deputado Estadual,04367,TERRA SANTA,1,PA,89,0,14637,10918,10010,287,548,0,10558,10918,72
Deputado Estadual,04375,BUJARU,1,PA,87,4,21652,17916,16170,237,1330,0,17500,17916,162
Deputado Estadual,04383,NOVO PROGRESSO,1,PA,91,15,23870,16372,14646,503,876,0,15522,16372,214
Deputado Estadual,04391,CACHOEIRA DO ARARI,1,PA,2,1,18757,14307,12870,154,1136,0,14006,14307,132
Deputado Estadual,04405,VITÓRIA DO XINGU,1,PA,18,0,14705,11618,10412,227,793,0,11205,11618,174
Deputado Estadual,04413,CAMETÁ,1,PA,12,9,100325,83909,71981,1270,5856,0,77837,83909,592
Deputado Estadual,04421,NOVO REPARTIMENTO,1,PA,101,12,45734,33329,29779,669,2433,0,32212,33329,429
Deputado Estadual,04430,CAPANEMA,1,PA,25,14,53042,43171,38496,1674,2056,0,40552,43171,913
Deputado Estadual,04448,BREU BRANCO,1,PA,103,6,33418,23115,20412,524,1861,0,22273,23115,301
Deputado Estadual,04456,CAPITÃO POÇO,1,PA,70,21,40964,34143,31785,549,1479,0,33264,34143,313
Deputado Estadual,04464,SÃO DOMINGOS DO ARAGUAIA,1,PA,57,1,17065,12146,10665,257,975,0,11640,12146,240
Deputado Estadual,04472,CASTANHAL,1,PA,4,10,60984,51100,46382,1619,1826,0,48208,51100,1152
Deputado Estadual,04472,CASTANHAL,1,PA,50,7,77511,63976,57629,1991,2659,0,60288,63976,1480
Deputado Estadual,04480,NOVA ESPERANÇA DO PIRIÁ,1,PA,81,2,16184,12276,11080,137,894,0,11974,12276,157
Deputado Estadual,04499,CHAVES,1,PA,17,6,14431,10211,8835,132,1130,0,9965,10211,97
Deputado Estadual,04502,ABEL FIGUEIREDO,1,PA,51,0,5467,4244,3770,61,347,0,4117,4244,66
Deputado Estadual,04510,COLARES,1,PA,8,0,11433,9181,8399,153,524,0,8923,9181,100
Deputado Estadual,04529,CUMARU DO NORTE,1,PA,59,3,7166,5414,5019,46,324,0,5343,5414,19
Deputado Estadual,04537,CONCEIÇÃO DO ARAGUAIA,1,PA,24,23,33346,24630,21598,724,1770,0,23368,24630,510
Deputado Estadual,04545,TERRA ALTA,1,PA,32,6,10790,8540,7746,151,527,0,8273,8540,98
Deputado Estadual,04553,CURRALINHO,1,PA,86,7,23419,18561,16483,132,1778,0,18261,18561,165
Deputado Estadual,04561,FLORESTA DO ARAGUAIA,1,PA,24,6,14081,10896,10145,113,539,0,10684,10896,94
Deputado Estadual,04570,CURUÇÁ,1,PA,9,1,33587,26486,23871,509,1593,0,25464,26486,504
Deputado Estadual,04588,BANNACH,1,PA,60,0,2940,2213,2042,28,126,0,2168,2213,16
Deputado Estadual,04596,FARO,1,PA,89,0,6870,5081,4736,73,246,0,4982,5081,26
